id,archetype_id,name,price_multiplier_mean,price_multiplier_stdev,pixabay_term,characteristics,weights
43,5,Lody Mango,1.0,0.143,mango ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
44,5,Lody Malinowe,0.93,0.143,raspberry ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
45,5,Lody Orzechowe,1.0,0.143,walnut ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.9, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
46,5,Lody Orzech Laskowy,1.07,0.143,hazelnut ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.9, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
47,5,Lody Miętowe,0.93,0.143,mint chocolate chip ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
48,5,Lody Solony Karmel,1.0,0.143,salted caramel ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.6, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
49,5,Lody Czekoladowe z Chili,1.07,0.143,chocolate ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.4, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
50,5,Lody Śmietankowe,0.79,0.143,cream ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 1.0, ""physics_temperature"": 0.1, ""physics_richness"": 1.0, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
51,5,Gelato Amarena,1.14,0.143,amarena gelato,"{""flavor_sweetness"": 0.9, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
52,5,Gelato Stracciatella,1.07,0.143,stracciatella gelato,"{""flavor_sweetness"": 0.9, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
53,5,Gelato Tiramisu,1.21,0.143,tiramisu gelato ice cream,"{""flavor_sweetness"": 1.0, ""texture_creamy"": 0.8, ""physics_temperature"": 0.1, ""physics_richness"": 0.7, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.0, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.5, ""physics_temperature"": 0.1, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
54,6,Sorbet Cytrynowy,0.92,0.15,,"{""flavor_sweetness"": 1.0, ""flavor_sourness"": 1.0, ""physics_temperature"": 0.1, ""physics_richness"": 0.1, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.4, ""physics_temperature"": 0.1, ""physics_freshness"": 1.5, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
55,6,Sorbet Malinowy,1.0,0.15,,"{""flavor_sweetness"": 1.0, ""flavor_sourness"": 0.7, ""physics_temperature"": 0.1, ""physics_richness"": 0.1, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.4, ""physics_temperature"": 0.1, ""physics_freshness"": 1.5, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
56,6,Sorbet Mango,1.08,0.15,,"{""flavor_sweetness"": 1.0, ""flavor_sourness"": 0.7, ""physics_temperature"": 0.1, ""physics_richness"": 0.1, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.4, ""physics_temperature"": 0.1, ""physics_freshness"": 1.5, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
57,6,Sorbet Truskawkowy,1.0,0.1,,"{""flavor_sweetness"": 1.0, ""flavor_sourness"": 0.7, ""physics_temperature"": 0.1, ""physics_richness"": 0.1, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.4, ""physics_temperature"": 0.1, ""physics_freshness"": 1.5, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
58,6,Sorbet Limonkowy,0.95,0.1,,"{""flavor_sweetness"": 1.0, ""flavor_sourness"": 1.0, ""physics_temperature"": 0.1, ""physics_richness"": 0.1, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.4, ""physics_temperature"": 0.1, ""physics_freshness"": 1.5, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
59,6,Sorbet Kokosowy,1.05,0.1,,"{""flavor_sweetness"": 1.0, ""flavor_sourness"": 0.7, ""physics_temperature"": 0.1, ""physics_richness"": 0.1, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.4, ""physics_temperature"": 0.1, ""physics_freshness"": 1.5, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
60,6,Sorbet Passionfruit,1.1,0.1,,"{""flavor_sweetness"": 1.0, ""flavor_sourness"": 0.7, ""physics_temperature"": 0.1, ""physics_richness"": 0.1, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_saltiness"": 0.3, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.9, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""flavor_sweetness"": 1.4, ""physics_temperature"": 0.1, ""physics_freshness"": 1.5, ""flavor_spiciness"": 0.1, ""flavor_saltiness"": 0.2, ""_default"": 1.0}"
61,7,Sałatka Cezar,1.0,0.115,caesar salad,"{""physics_freshness"": 1.0, ""texture_crispy"": 0.7, ""physics_temperature"": 0.3, ""physics_richness"": 0.0, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_freshness"": 1.8, ""physics_temperature"": 0.3, ""texture_crispy"": 1.3, ""_default"": 1.0}"
62,7,Sałatka Grecka,0.85,0.077,greek salad,"{""physics_freshness"": 1.0, ""texture_crispy"": 0.7, ""physics_temperature"": 0.3, ""physics_richness"": 0.0, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_freshness"": 1.8, ""physics_temperature"": 0.3, ""texture_crispy"": 1.3, ""_default"": 1.0}"
63,7,Sałatka Caprese,0.92,0.115,caprese salad,"{""physics_freshness"": 1.0, ""texture_crispy"": 0.7, ""physics_temperature"": 0.3, ""physics_richness"": 0.0, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_freshness"": 1.8, ""physics_temperature"": 0.3, ""texture_crispy"": 1.3, ""_default"": 1.0}"
64,7,Sałatka z Łososiem,1.23,0.15,salmon salad,"{""physics_freshness"": 1.0, ""texture_crispy"": 0.7, ""physics_temperature"": 0.3, ""physics_richness"": 0.0, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_freshness"": 1.8, ""physics_temperature"": 0.3, ""texture_crispy"": 1.3, ""_default"": 1.0}"
65,7,Sałatka z Tuńczykiem,1.0,0.115,tuna salad,"{""physics_freshness"": 1.0, ""texture_crispy"": 0.7, ""physics_temperature"": 0.3, ""physics_richness"": 0.0, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_freshness"": 1.8, ""physics_temperature"": 0.3, ""texture_crispy"": 1.3, ""_default"": 1.0}"
66,7,Sałatka z Grillowanym Kurczakiem,1.04,0.115,grilled chicken salad,"{""physics_freshness"": 1.0, ""texture_crispy"": 0.7, ""physics_temperature"": 0.3, ""physics_richness"": 0.0, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_freshness"": 1.8, ""physics_temperature"": 0.3, ""texture_crispy"": 1.3, ""_default"": 1.0}"
67,7,Sałatka z Kozim Serem,1.12,0.115,goat cheese salad,"{""physics_freshness"": 1.0, ""texture_crispy"": 0.7, ""physics_temperature"": 0.3, ""physics_richness"": 0.5, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.9, ""texture_chewy"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_freshness"": 1.8, ""physics_temperature"": 0.3, ""texture_crispy"": 1.3, ""_default"": 1.0}"
68,7,Sałatka z Quinoa,1.08,0.115,quinoa salad,"{""physics_freshness"": 1.0, ""texture_crispy"": 0.7, ""physics_temperature"": 0.3, ""physics_richness"": 0.0, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_freshness"": 1.8, ""physics_temperature"": 0.3, ""texture_crispy"": 1.3, ""_default"": 1.0}"
69,7,Sałatka z Awokado,1.0,0.115,avocado salad,"{""physics_freshness"": 1.0, ""texture_crispy"": 0.7, ""physics_temperature"": 0.3, ""physics_richness"": 0.2, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.9, ""texture_chewy"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_freshness"": 1.8, ""physics_temperature"": 0.3, ""texture_crispy"": 1.3, ""_default"": 1.0}"
70,7,Sałatka Nicejska,1.08,0.115,nicoise salad,"{""physics_freshness"": 1.0, ""texture_crispy"": 0.7, ""physics_temperature"": 0.1, ""physics_richness"": 0.0, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_freshness"": 1.8, ""physics_temperature"": 0.3, ""texture_crispy"": 1.3, ""_default"": 1.0}"
71,7,Sałatka Waldorf,0.92,0.115,waldorf salad,"{""physics_freshness"": 1.0, ""texture_crispy"": 0.7, ""physics_temperature"": 0.3, ""physics_richness"": 0.0, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_freshness"": 1.8, ""physics_temperature"": 0.3, ""texture_crispy"": 1.3, ""_default"": 1.0}"
72,7,Sałatka Jarzynowa,0.58,0.077,vegetable salad mayonnaise,"{""physics_freshness"": 1.0, ""texture_crispy"": 0.7, ""physics_temperature"": 0.3, ""physics_richness"": 0.0, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_freshness"": 1.8, ""physics_temperature"": 0.3, ""texture_crispy"": 1.3, ""_default"": 1.0}"
73,7,Sałatka Orientalna,1.04,0.115,asian chicken salad,"{""physics_freshness"": 1.0, ""texture_crispy"": 0.7, ""physics_temperature"": 0.3, ""physics_richness"": 0.0, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_freshness"": 1.8, ""physics_temperature"": 0.3, ""texture_crispy"": 1.3, ""_default"": 1.0}"
74,7,Coleslaw,0.38,0.058,coleslaw salad,"{""physics_freshness"": 0.9, ""texture_crispy"": 0.7, ""physics_temperature"": 0.3, ""physics_richness"": 0.3, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_freshness"": 1.8, ""physics_temperature"": 0.3, ""texture_crispy"": 1.3, ""_default"": 1.0}"
75,8,Banh Mi Thit,1.1,0.15,banh mi sandwich,"{""texture_chewy"": 0.6, ""physics_freshness"": 0.6, ""physics_temperature"": 0.5, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.6, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.4, ""flavor_saltiness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""physics_richness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_temperature"": 0.7, ""physics_freshness"": 1.3, ""_default"": 1.0}"
76,8,Kanapka z Kurczakiem,1.02,0.128,chicken sandwich,"{""texture_chewy"": 0.6, ""physics_freshness"": 0.6, ""physics_temperature"": 0.4, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""physics_richness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_temperature"": 0.7, ""physics_freshness"": 1.3, ""_default"": 1.0}"
77,8,Kanapka BLT,0.94,0.128,blt sandwich,"{""texture_chewy"": 0.6, ""physics_freshness"": 0.6, ""physics_temperature"": 0.4, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""physics_richness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_temperature"": 0.7, ""physics_freshness"": 1.3, ""_default"": 1.0}"
78,8,Kanapka Clubhouse,1.19,0.128,club sandwich,"{""texture_chewy"": 0.6, ""physics_freshness"": 0.6, ""physics_temperature"": 0.4, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""physics_richness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_temperature"": 0.7, ""physics_freshness"": 1.3, ""_default"": 1.0}"
79,8,Kanapka z Szynką,0.85,0.085,ham sandwich,"{""texture_chewy"": 0.6, ""physics_freshness"": 0.6, ""physics_temperature"": 0.4, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""physics_richness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_temperature"": 0.7, ""physics_freshness"": 1.3, ""_default"": 1.0}"
80,8,Kanapka z Tuńczykiem,0.98,0.128,tuna sandwich,"{""texture_chewy"": 0.6, ""physics_freshness"": 0.6, ""physics_temperature"": 0.4, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""physics_richness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_temperature"": 0.7, ""physics_freshness"": 1.3, ""_default"": 1.0}"
81,8,Kanapka Caprese,1.06,0.128,caprese sandwich,"{""texture_chewy"": 0.6, ""physics_freshness"": 0.6, ""physics_temperature"": 0.4, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""physics_richness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_temperature"": 0.7, ""physics_freshness"": 1.3, ""_default"": 1.0}"
82,8,Bajgiel z Łososiem,1.19,0.128,salmon bagel,"{""texture_chewy"": 0.9, ""physics_freshness"": 0.6, ""physics_temperature"": 0.4, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.5, ""physics_richness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_temperature"": 0.7, ""physics_freshness"": 1.3, ""_default"": 1.0}"
83,8,Bajgiel z Serem Kremowym,0.77,0.085,cream cheese bagel,"{""texture_chewy"": 0.9, ""physics_freshness"": 0.6, ""physics_temperature"": 0.4, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_crispy"": 0.5, ""texture_creamy"": 0.9, ""physics_richness"": 1.0, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_temperature"": 0.7, ""physics_freshness"": 1.3, ""_default"": 1.0}"
84,9,Panini z Kurczakiem,1.04,0.111,,"{""texture_crispy"": 0.8, ""physics_temperature"": 0.8, ""physics_richness"": 0.6, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_temperature"": 0.4, ""texture_crispy"": 1.3, ""_default"": 1.0}"
85,9,Panini z Mozzarellą,0.96,0.111,,"{""texture_crispy"": 0.8, ""physics_temperature"": 0.8, ""physics_richness"": 0.6, ""flavor_sweetness"": 0.5, ""flavor_bitterness"": 0.5, ""flavor_spiciness"": 0.5, ""flavor_umami"": 0.5, ""flavor_sourness"": 0.5, ""flavor_saltiness"": 0.5, ""texture_creamy"": 0.5, ""texture_chewy"": 0.5, ""physics_freshness"": 0.5, ""context_price_sensitivity"": 0.5, ""context_portion_preference"": 0.5}","{""physics_temperature"": 0.4, ""texture_crispy"": 1.3, ""_default"": 1.0}"
